col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,Lables
0.015846111,0.00413,0.002635926,0.010125,-0.001901111,0.001910741,-0.000526759,-0.005395926,-0.002452222,-0.001315185,-0.003758611,-0.001156667,0.00065963,-0.004023611,-0.001181111,-0.000345926,-0.0030375,-0.000188519,0.002178148,-0.002493333,0.000544444,0.001227407,-0.001061111,0.001681111,0.000735556,-0.003647778,-0.000737778,-0.000182222,-0.002392222,0.00024537,0.000478148,-0.003882963,-0.000868889,-0.000606389,-0.002178889,0.000354074,Empty
0.015826389,0.004222593,0.002679259,0.010127222,-0.001443333,0.001917778,-0.000565278,-0.00533537,-0.00235,-0.001385926,-0.003398611,-0.001288889,0.000591852,-0.004037778,-0.001105185,-0.00031,-0.002568519,-0.000291852,0.002215926,-0.002491111,0.000606111,0.001295185,-0.000734444,0.001671667,0.000763704,-0.003703333,-0.000817778,-8.52E-05,-0.001779259,0.000220185,0.000416759,-0.003858889,-0.00083,-0.000618056,-0.001210741,-0.004395556,Empty
0.015773889,0.00417,0.002588889,0.010095926,5.35E-05,-0.002757037,-0.000708611,-0.005448704,-0.002614074,-0.001458148,-0.002039167,-0.005356296,0.00026,-0.004206944,-0.001269259,-0.000462963,-0.00126963,-0.00430463,0.001975185,-0.00253,0.000530833,0.001225185,0.000568889,-0.002161389,0.000447037,-0.003876296,-0.000871759,-0.000251296,-0.000822593,-0.003400926,0.000373704,-0.003995926,-0.000903704,-0.000655833,-0.000647037,-0.003502222,Empty
0.015729167,0.004060741,0.002628889,0.010026296,9.55E-05,-0.001871111,-0.000825278,-0.005633704,-0.002526296,-0.00153,-0.002091389,-0.005025556,0.000349259,-0.004238704,-0.001205278,-0.000476667,-0.001357037,-0.003779074,0.001875926,-0.002649259,0.000436944,0.001038889,0.000428519,-0.002092778,0.000431111,-0.003862963,-0.000936574,-0.000357407,-0.000827778,-0.003296852,0.000300093,-0.004010741,-0.000929259,-0.000698611,-0.000704444,-0.00338963,Empty
0.015605185,0.003930185,0.002497778,0.009862963,-0.000126759,-0.001867407,-0.001015278,-0.005666481,-0.002730741,-0.001708148,-0.002180833,-0.004877778,0.000243333,-0.004446481,-0.001489167,-0.000774074,-0.001528519,-0.003924352,0.001622593,-0.003023704,8.17E-05,0.000645556,0.000117037,-0.002089259,0.000182407,-0.004151111,-0.001058056,-0.00053463,-0.001007407,-0.003433519,0.000101481,-0.004238519,-0.001238519,-0.0010075,-0.000938889,-0.00355037,Empty
0.015477407,0.003803796,0.002359259,0.00982,-0.000240926,-0.001811852,-0.001111204,-0.00592287,-0.003078148,-0.001894444,-0.002502685,-0.005157222,-0.000116296,-0.004766481,-0.001631389,-0.000926667,-0.001707778,-0.00402713,0.001635185,-0.00308,6.89E-05,0.000691852,8.11E-05,-0.002224074,7.27E-05,-0.004317407,-0.001291019,-0.000748519,-0.001238889,-0.003430556,-3.24E-06,-0.004357037,-0.00125,-0.000969815,-0.000999444,-0.003515926,Empty
0.015382593,0.003686852,0.002173333,0.009716296,-0.00037037,-0.001912222,-0.001118241,-0.005987593,-0.003019259,-0.001982963,-0.002532315,-0.005478333,-0.000100741,-0.004689815,-0.001725,-0.00094037,-0.001874074,-0.004563796,0.001482222,-0.003175556,-0.000157778,0.000546667,-0.000145556,-0.002948148,-0.000181759,-0.004667407,-0.001719167,-0.001172685,-0.001773704,-0.004559074,-0.00055463,-0.004971481,-0.001982593,-0.001676481,-0.001781667,-0.004714815,Empty
0.014784444,0.003020185,0.001491111,0.008948519,-0.001060648,-0.00272,-0.001811574,-0.006608148,-0.003782315,-0.002728889,-0.003189722,-0.005264444,-0.000771111,-0.005460185,-0.002435833,-0.001772593,-0.002553704,-0.004225741,0.000892593,-0.003771852,-0.000611481,2.78E-05,-0.000584074,-0.002133704,-0.000690648,-0.005114074,-0.002170648,-0.001571852,-0.002038148,-0.003647593,-0.000831111,-0.005213519,-0.002113333,-0.001872407,-0.001875833,-0.003584444,Empty
0.014475926,0.002793796,0.001315185,0.008773704,-0.00117787,-0.00178963,-0.002089352,-0.006924074,-0.00383537,-0.002885556,-0.003298241,-0.0049125,-0.001087407,-0.005728704,-0.002643056,-0.001903333,-0.002735185,-0.00388963,0.000708148,-0.004001852,-0.000804444,-0.000156667,-0.000687037,-0.001954815,-0.000896204,-0.00533037,-0.002206204,-0.001676574,-0.002158148,-0.003351667,-0.000966296,-0.005327963,-0.002243704,-0.001930556,-0.001890833,-0.003480741,Empty
0.014435926,0.002739352,0.001394074,0.008746296,-0.001105926,-0.001646481,-0.00209787,-0.006952963,-0.003826481,-0.002931111,-0.003320833,-0.005434722,-0.001014815,-0.005697222,-0.002660278,-0.001939259,-0.002875926,-0.005544815,0.000833426,-0.003953333,-0.000613704,-7.28E-05,-0.000612593,-0.006635185,-0.000854815,-0.005392222,-0.002384352,-0.001714074,-0.002381111,-0.008870926,-0.001061852,-0.005607685,-0.002361852,-0.002021296,-0.002157222,-0.00919963,Empty
0.014331111,0.002518241,0.001331852,0.008647407,-0.001385556,-0.00771037,-0.002245648,-0.007101481,-0.003946759,-0.002891111,-0.003542685,-0.011186944,-0.001138889,-0.005860185,-0.002775185,-0.001987315,-0.00295037,-0.010476667,0.000793981,-0.003904074,-0.000512222,4.72E-06,-0.000724074,-0.007487037,-0.000820648,-0.00537963,-0.002211759,-0.00169,-0.002262222,-0.008929074,-0.000837037,-0.00537963,-0.002097407,-0.001972407,-0.00203,-0.008884074,Empty
0.014308148,0.002632222,0.001289815,0.008778519,-0.001396667,-0.007573426,-0.002268611,-0.007158889,-0.004099537,-0.002998519,-0.003653056,-0.010759444,-0.001235926,-0.005976111,-0.002751852,-0.002125926,-0.003084444,-0.009648519,0.000738148,-0.003965185,-0.000661111,-7.22E-06,-0.000802963,-0.007122222,-0.000907407,-0.005501389,-0.002249537,-0.001742593,-0.002290833,-0.007858704,-0.001012963,-0.005390463,-0.002261852,-0.001983519,-0.002010833,-0.008214444,Empty
0.014456667,0.00267,0.001342315,0.008718148,-0.00127037,-0.005672315,-0.002153426,-0.007054815,-0.003945093,-0.00297963,-0.003540833,-0.009024444,-0.001095741,-0.005943148,-0.002681481,-0.002036204,-0.002871111,-0.007897407,0.000790093,-0.003892593,-0.000527407,0.000151944,-0.000633333,-0.004258519,-0.000782593,-0.005366389,-0.002119907,-0.001570741,-0.001969722,-0.004213519,-0.00078,-0.005279907,-0.001986667,-0.001802037,-0.001680741,-0.004090833,Empty
0.014573704,0.002694444,0.00151037,0.009058148,-0.000951111,-0.002353148,-0.002061574,-0.007082222,-0.003799815,-0.002825926,-0.003258241,-0.005667037,-0.001066574,-0.00580463,-0.002671481,-0.001849537,-0.002623704,-0.004831852,0.000972315,-0.003688889,-0.000448148,0.00026963,-0.000292315,-0.002404444,-0.00068,-0.005166111,-0.001983981,-0.001447778,-0.001813056,-0.003985741,-0.000682593,-0.005174074,-0.001904815,-0.001604259,-0.001597407,-0.004043056,Empty
0.014725926,0.002960741,0.001624259,0.009094815,-0.00074963,-0.002283148,-0.001878241,-0.006794444,-0.00363037,-0.00252,-0.002954537,-0.005587037,-0.000828796,-0.005587963,-0.00256037,-0.001633704,-0.002417037,-0.004676667,0.001156481,-0.003732222,-0.000369259,0.00040963,-0.000110926,-0.002542222,-0.000566296,-0.005036667,-0.001936574,-0.001244074,-0.001660833,-0.004022407,-0.000528519,-0.004984074,-0.001911667,-0.001503889,-0.001516296,-0.004020556,Empty
0.014772963,0.003049259,0.001715926,0.009110741,-0.000682593,-0.002482593,-0.001886389,-0.006774444,-0.003604074,-0.002445278,-0.002963056,-0.005635556,-0.000763241,-0.005587593,-0.002595185,-0.001602037,-0.002427407,-0.004942222,0.000962593,-0.003615926,-0.00031963,0.000295185,-0.000104259,-0.002334815,-0.000708148,-0.005076667,-0.001968426,-0.001388519,-0.001651667,-0.00394463,-0.000647778,-0.005011481,-0.001855556,-0.001436111,-0.001316667,-0.003941944,Empty
0.014806667,0.003111111,0.001629815,0.009250741,-0.000655185,-0.002129259,-0.001797778,-0.006658148,-0.003560741,-0.002471111,-0.002892685,-0.005620741,-0.000800463,-0.005496481,-0.002461111,-0.001553148,-0.002345926,-0.004741852,0.001205926,-0.003486759,-0.000224815,0.000432963,-8.09E-05,-0.00234037,-0.000485926,-0.005045833,-0.0018325,-0.00124963,-0.001533704,-0.003926111,-0.000475926,-0.004956667,-0.001794167,-0.001517593,-0.001306667,-0.003951667,Empty
0.014798148,0.002994815,0.00171287,0.009224444,-0.000470741,-0.002104815,-0.001740278,-0.006645926,-0.00359963,-0.002531111,-0.002772685,-0.005326667,-0.000773796,-0.005529815,-0.00246963,-0.001531111,-0.002288611,-0.004577778,0.001162222,-0.003571481,-0.000328519,0.000425556,-8.15E-06,-0.00220963,-0.000513333,-0.004955833,-0.001826204,-0.001224444,-0.001445185,-0.003733333,-0.000561111,-0.004925185,-0.001763889,-0.001528333,-0.001127407,-0.003658333,Empty
0.014957407,0.003085185,0.001717037,0.009326944,-0.000458519,-0.001932222,-0.001806667,-0.006681111,-0.003524074,-0.002533611,-0.002875648,-0.005463704,-0.000897407,-0.005590926,-0.002472593,-0.00172963,-0.002394167,-0.004627037,0.001228519,-0.003561481,-0.000247778,0.000363704,4.63E-06,-0.0021,-0.000637407,-0.005186667,-0.001861111,-0.001397778,-0.001686296,-0.003719444,-0.000763333,-0.005187407,-0.001938889,-0.001662778,-0.001523704,-0.003706944,Empty
0.014635926,0.002842963,0.001525556,0.00901,-0.000727037,-0.00197,-0.002114722,-0.007051852,-0.003868519,-0.002848889,-0.003030463,-0.005321481,-0.001141111,-0.005809444,-0.00266037,-0.002012963,-0.002533333,-0.004469259,0.000894444,-0.003676204,-0.000437407,0.000205185,-0.000139815,-0.00198,-0.000801481,-0.005340741,-0.002099167,-0.001525556,-0.001836296,-0.003710278,-0.000864444,-0.005278148,-0.002053333,-0.001786111,-0.001504815,-0.003611852,Empty
0.014514444,0.002784815,0.001544815,0.008893611,-0.000792222,-0.001805556,-0.002277222,-0.007115926,-0.003942222,-0.002939722,-0.003209352,-0.005217037,-0.001336667,-0.00607,-0.002764444,-0.002096296,-0.002721389,-0.004304444,0.000815926,-0.003814259,-0.000551111,0.000111481,-0.000155185,-0.000888333,-0.000888148,-0.005378148,-0.0021425,-0.001634074,-0.001892593,-0.002508611,-0.000962593,-0.005387778,-0.002179444,-0.001822037,-0.001559259,-0.002293704,Empty
0.014431111,0.002741852,0.001494074,0.008873333,-0.000894444,-0.000456667,-0.002338611,-0.007218148,-0.004008519,-0.003061852,-0.003316111,-0.004032222,-0.00137037,-0.006233056,-0.002915556,-0.002245556,-0.002829722,-0.002328519,0.000865185,-0.00388537,-0.000488148,0.000181481,-0.000122593,0.0004725,-0.001028519,-0.005513333,-0.002263611,-0.001704815,-0.001846667,-0.001077778,-0.001164444,-0.00548037,-0.002167037,-0.001996111,-0.001697407,-0.001061111,Empty
0.0142325,0.002583333,0.001345556,0.008718611,-0.000813704,0.000637407,-0.002469444,-0.00728963,-0.004018889,-0.003087407,-0.003308056,-0.002801852,-0.001365926,-0.006139444,-0.00292037,-0.002226667,-0.002765556,-0.001994074,0.000793704,-0.00392963,-0.000588611,1.67E-05,-0.000227778,0.000507778,-0.001146296,-0.005681852,-0.002324722,-0.001871111,-0.001919259,-0.001163056,-0.001221111,-0.005728148,-0.002287037,-0.002133611,-0.001671481,-0.001170741,Empty
0.014248056,0.00238963,0.001375926,0.00866,-0.000889259,0.000607407,-0.002616019,-0.007557037,-0.004272963,-0.00326,-0.003400556,-0.002851111,-0.001713704,-0.006480833,-0.003161852,-0.002518148,-0.002929722,-0.002095556,0.000654074,-0.004110741,-0.000681111,-1.04E-05,-0.000327778,0.000646944,-0.00128,-0.005891852,-0.002385556,-0.00191,-0.002030741,-0.001293148,-0.001363796,-0.005770741,-0.002384074,-0.002160833,-0.001804074,-0.001582963,Empty
0.014056667,0.00234037,0.001239259,0.008673889,-0.001009259,0.000105185,-0.002666759,-0.00763037,-0.004358519,-0.003357778,-0.003553889,-0.003505556,-0.0019,-0.006598889,-0.003224074,-0.002652222,-0.003167037,-0.002792685,0.000524444,-0.004157778,-0.000628056,-7.15E-05,-0.000402222,-0.000130556,-0.001428519,-0.005761852,-0.002440278,-0.002045926,-0.002185926,-0.001789074,-0.00141463,-0.005773333,-0.002357778,-0.002222778,-0.001822963,-0.001665926,Empty
0.014000556,0.00226,0.001018889,0.008424815,-0.001155648,3.04E-05,-0.002845648,-0.007583981,-0.004456296,-0.003442222,-0.003674167,-0.003581111,-0.002124444,-0.006846667,-0.003541111,-0.002907407,-0.00329963,-0.002946852,0.000278148,-0.004371852,-0.000868333,-0.000243333,-0.000594074,-0.000189167,-0.001581481,-0.006027407,-0.002674352,-0.002079907,-0.002316667,-0.001931296,-0.001555463,-0.006049259,-0.002521852,-0.002340278,-0.002031111,-0.00179037,Empty
0.01382,0.002021111,0.000887407,0.00839037,-0.001284259,-0.000113333,-0.003046019,-0.007946204,-0.004555556,-0.00355,-0.003891111,-0.003728519,-0.002330741,-0.007142407,-0.00383,-0.002984074,-0.003584074,-0.003121852,0.000218519,-0.004374815,-0.001010278,-0.000343704,-0.000751111,-0.000283889,-0.001745185,-0.006091852,-0.002736574,-0.002274352,-0.002407037,-0.00197537,-0.001683519,-0.006133704,-0.002676667,-0.002525278,-0.002168148,-0.001952222,Empty
0.013602222,0.001982685,0.000872222,0.008231111,-0.001402037,-0.000131481,-0.003216759,-0.007958148,-0.004793704,-0.003763333,-0.003950556,-0.003659259,-0.00246037,-0.00715537,-0.003869167,-0.003048519,-0.003604074,-0.003046574,1.11E-05,-0.004411852,-0.001065833,-0.000370741,-0.000823333,-0.000124444,-0.001879537,-0.006237037,-0.002916574,-0.002407963,-0.00253963,-0.001873519,-0.00189963,-0.00614963,-0.002821481,-0.002525,-0.002237037,-0.00177,Empty
